AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
06,California,2,CA,000000,Cross-industry,cross-industry,1235,33-9094,School Bus Monitors,detailed,"1,420",7.0,0.079,0.17,,,19.01,"39,530",0.6,16.46,17.95,18.83,19.18,21.80,"34,230","37,330","39,160","39,900","45,340",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,33-9099,"Protective Service Workers, All Other",detailed,"31,920",4.0,1.779,3.27,,,22.00,"45,760",1.1,16.29,16.99,17.79,22.20,29.82,"33,880","35,340","37,010","46,170","62,030",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,"1,600,160",0.6,89.166,1.02,,,19.37,"40,300",0.7,15.50,16.36,17.30,20.13,23.96,"32,240","34,040","35,970","41,880","49,830",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-1011,Chefs and Head Cooks,detailed,"27,460",10.2,1.530,1.35,,,32.28,"67,150",3.7,18.83,23.62,29.29,37.86,47.14,"39,160","49,130","60,930","78,760","98,050",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"123,170",2.4,6.863,0.89,,,22.96,"47,760",0.9,17.17,17.88,21.03,25.76,33.92,"35,710","37,200","43,740","53,580","70,550",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-2011,"Cooks, Fast Food",detailed,"164,680",4.2,9.177,2.07,,,17.21,"35,790",0.7,15.61,16.28,16.77,17.41,19.31,"32,480","33,860","34,890","36,220","40,170",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,"24,260",4.3,1.352,0.47,,,22.24,"46,250",0.6,17.59,18.43,21.60,23.82,28.16,"36,580","38,340","44,940","49,550","58,560",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-2013,"Cooks, Private Household",detailed,70,37.7,0.004,0.80,,,31.52,"65,570",17.6,16.49,16.49,37.48,39.04,63.04,"34,290","34,290","77,960","81,210","131,120",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,"145,810",2.9,8.125,0.87,,,20.50,"42,650",0.9,16.95,17.79,19.90,22.05,24.22,"35,260","36,990","41,400","45,870","50,370",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-2015,"Cooks, Short Order",detailed,"25,320",13.0,1.411,1.70,,,19.00,"39,520",1.4,16.38,17.14,18.07,20.00,22.81,"34,070","35,660","37,590","41,600","47,450",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-2019,"Cooks, All Other",detailed,"3,310",16.5,0.184,1.50,,,18.96,"39,450",3.1,15.67,15.88,17.66,19.88,23.92,"32,600","33,040","36,740","41,340","49,740",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,"107,870",4.8,6.011,1.04,,,18.83,"39,170",0.7,16.16,16.92,17.85,20.28,22.53,"33,620","35,200","37,130","42,180","46,870",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,"77,230",4.7,4.304,0.92,,,19.78,"41,150",2.5,15.50,15.76,16.69,18.58,29.56,"32,240","32,780","34,700","38,640","61,490",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,"427,270",1.8,23.809,0.98,,,17.63,"36,670",0.5,15.50,16.33,16.91,17.93,20.95,"32,240","33,970","35,170","37,300","43,570",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,"225,040",2.9,12.540,0.85,,,20.77,"43,200",2.3,15.50,15.89,16.72,18.72,31.75,"32,240","33,060","34,780","38,940","66,040",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,"30,520",3.3,1.701,0.96,,,19.79,"41,170",0.9,15.64,16.66,17.69,21.07,27.70,"32,530","34,660","36,790","43,830","57,620",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"72,850",3.9,4.059,1.28,,,17.98,"37,400",1.2,15.50,15.85,16.29,17.96,22.12,"32,240","32,970","33,890","37,360","46,000",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,"69,130",3.0,3.852,1.26,,,18.17,"37,800",0.8,15.86,16.62,17.28,18.71,22.10,"32,990","34,570","35,950","38,920","45,980",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"45,930",4.6,2.559,0.91,,,18.61,"38,700",2.6,15.50,16.06,16.68,18.35,21.85,"32,240","33,410","34,700","38,170","45,440",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"30,240",8.0,1.685,2.96,,,19.36,"40,280",2.8,15.50,16.20,17.00,19.61,23.61,"32,240","33,700","35,360","40,790","49,110",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"510,000",0.6,28.419,0.97,,,21.40,"44,510",0.4,16.48,17.28,18.86,22.97,29.23,"34,270","35,940","39,230","47,770","60,800",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"17,240",3.4,0.961,0.85,,,27.85,"57,930",0.8,18.57,21.62,26.39,32.98,37.78,"38,620","44,970","54,880","68,600","78,580",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"15,310",6.2,0.853,1.03,,,30.63,"63,720",2.1,19.10,22.30,28.55,37.45,44.27,"39,730","46,370","59,380","77,900","92,080",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"245,790",0.9,13.696,0.96,,,20.13,"41,860",0.4,16.24,17.00,18.26,21.98,27.00,"33,770","35,350","37,970","45,720","56,170",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,"99,760",1.9,5.559,1.01,,,20.95,"43,570",0.9,16.48,17.25,18.69,22.38,28.55,"34,280","35,870","38,860","46,550","59,380",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-2019,"Building Cleaning Workers, All Other",detailed,"1,790",13.6,0.100,1.10,,,20.81,"43,280",3.4,16.56,17.13,18.79,22.04,26.88,"34,450","35,620","39,080","45,850","55,910",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,"11,700",3.2,0.652,1.06,,,22.29,"46,360",1.5,17.05,17.92,21.56,23.66,29.64,"35,460","37,270","44,840","49,210","61,660",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,"105,790",2.0,5.895,0.96,,,21.48,"44,680",0.8,16.78,17.75,19.62,22.75,28.14,"34,890","36,910","40,800","47,320","58,520",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"2,320",19.1,0.129,0.84,,,22.90,"47,640",3.5,17.40,18.53,21.11,24.40,32.88,"36,180","38,530","43,910","50,750","68,390",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-3013,Tree Trimmers and Pruners,detailed,"7,460",11.3,0.416,1.26,,,31.45,"65,420",2.3,23.05,26.11,29.76,37.09,41.01,"47,940","54,310","61,910","77,140","85,290",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,37-3019,"Grounds Maintenance Workers, All Other",detailed,"2,830",15.1,0.158,2.00,,,24.54,"51,040",3.6,16.31,19.00,22.84,28.57,36.03,"33,930","39,520","47,500","59,420","74,940",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,"378,650",1.1,21.100,1.05,,,21.23,"44,170",0.7,15.73,16.56,17.78,22.27,30.41,"32,720","34,430","36,980","46,320","63,250",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,"3,430",2.3,0.191,1.16,,,32.40,"67,380",0.8,21.17,28.92,30.93,35.97,42.86,"44,040","60,150","64,340","74,810","89,150",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,"14,180",3.1,0.790,1.36,,,25.82,"53,710",1.1,17.67,18.98,22.47,29.28,37.42,"36,750","39,480","46,730","60,910","77,840",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-1022,First-Line Supervisors of Personal Service Workers,detailed,"8,630",6.1,0.481,0.69,,,26.28,"54,670",2.0,16.92,19.91,24.41,30.19,36.69,"35,200","41,420","50,760","62,780","76,320",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-2011,Animal Trainers,detailed,"2,500",14.2,0.139,1.10,,,22.22,"46,210",1.7,16.51,17.61,21.12,23.52,28.84,"34,330","36,620","43,920","48,910","59,990",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,"24,930",4.5,1.389,0.78,,,19.09,"39,710",0.7,16.00,16.77,17.55,20.31,23.12,"33,280","34,890","36,490","42,240","48,080",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-3011,Gambling Dealers,detailed,"15,910",2.1,0.886,1.67,,,20.62,"42,880",1.1,15.50,15.50,15.86,22.76,34.50,"32,240","32,240","32,990","47,330","71,760",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-3012,Gambling and Sports Book Writers and Runners,detailed,"1,060",9.5,0.059,1.04,,,18.84,"39,190",1.7,15.50,16.07,17.47,20.63,23.42,"32,240","33,430","36,330","42,910","48,710",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-3019,"Gambling Service Workers, All Other",detailed,"2,230",11.7,0.124,1.42,,,20.46,"42,550",1.8,15.67,16.00,17.24,23.77,31.66,"32,590","33,280","35,850","49,450","65,840",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-3021,Motion Picture Projectionists,detailed,290,11.1,0.016,0.95,,,46.44,"96,590",4.9,22.80,34.81,55.24,56.38,61.47,"47,410","72,390","114,910","117,280","127,850",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"15,440",4.9,0.860,1.11,,,17.54,"36,470",1.2,15.50,16.00,16.70,17.86,20.39,"32,240","33,280","34,740","37,150","42,410",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,"57,220",4.1,3.189,1.34,,,17.62,"36,650",0.5,15.50,16.12,17.03,17.78,20.31,"32,240","33,540","35,430","36,980","42,240",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-3092,Costume Attendants,detailed,"2,070",11.7,0.115,2.78,,,33.84,"70,390",1.9,18.28,22.59,34.01,40.18,46.43,"38,030","46,990","70,740","83,570","96,580",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"2,630",7.6,0.147,1.51,,,20.66,"42,970",2.0,16.01,17.03,19.07,22.83,28.20,"33,310","35,410","39,670","47,480","58,660",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,"1,340",12.9,0.074,1.54,,,18.94,"39,390",1.3,16.93,17.07,17.16,19.50,21.95,"35,210","35,500","35,690","40,560","45,650",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-4011,Embalmers,detailed,420,11.5,0.023,1.05,,,30.33,"63,090",2.8,23.03,26.32,29.77,35.30,36.69,"47,900","54,740","61,910","73,420","76,320",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-4012,Crematory Operators,detailed,320,20.9,0.018,0.85,,,24.64,"51,240",3.8,18.15,20.33,22.52,29.85,30.91,"37,750","42,290","46,840","62,080","64,280",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-4021,Funeral Attendants,detailed,"1,860",6.3,0.104,0.48,,,20.30,"42,220",1.7,17.16,17.59,18.98,22.26,23.98,"35,680","36,590","39,470","46,300","49,880",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,"2,590",5.6,0.144,0.91,,,25.26,"52,550",3.2,16.97,18.59,22.17,28.14,37.75,"35,290","38,660","46,120","58,520","78,520",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-5011,Barbers,detailed,"1,500",33.9,0.084,0.80,,,19.27,"40,080",5.5,16.55,16.98,17.29,18.29,24.79,"34,430","35,320","35,970","38,030","51,550",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"20,450",6.4,1.140,0.59,,,22.40,"46,600",2.5,15.89,16.84,17.87,22.51,30.77,"33,050","35,030","37,170","46,820","64,000",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-5091,"Makeup Artists, Theatrical and Performance",detailed,**,**,**,**,,,47.84,"99,520",18.7,23.51,24.57,48.76,50.32,89.23,"48,890","51,100","101,420","104,660","185,590",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-5092,Manicurists and Pedicurists,detailed,"38,450",2.2,2.142,2.25,,,17.46,"36,320",1.0,15.50,16.23,16.62,17.19,20.25,"32,240","33,760","34,570","35,750","42,120",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-5093,Shampooers,detailed,**,**,**,**,,,17.00,"35,360",2.1,15.67,17.25,17.25,17.34,17.34,"32,590","35,880","35,880","36,060","36,060",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,"9,690",13.0,0.540,1.26,,,26.04,"54,170",7.9,15.91,16.34,20.57,27.63,50.39,"33,100","33,990","42,780","57,470","104,810",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-6011,Baggage Porters and Bellhops,detailed,"4,260",10.5,0.238,1.25,,,19.06,"39,640",1.2,16.11,16.84,18.42,20.89,23.23,"33,510","35,030","38,310","43,460","48,320",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-6012,Concierges,detailed,"4,300",15.1,0.240,0.89,,,20.68,"43,010",1.4,15.75,17.18,19.54,22.63,26.30,"32,760","35,720","40,650","47,070","54,710",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,"6,390",9.8,0.356,1.16,,,21.49,"44,690",1.9,15.84,17.45,19.20,24.02,30.95,"32,960","36,300","39,930","49,960","64,380",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,"37,490",5.7,2.089,0.64,,,19.26,"40,060",1.3,16.00,16.87,17.92,20.91,23.23,"33,280","35,080","37,270","43,500","48,320",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,"39,470",4.1,2.199,1.20,,,29.49,"61,340",2.7,16.40,17.97,26.85,36.37,47.97,"34,100","37,370","55,840","75,650","99,770",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,"44,480",2.8,2.479,1.34,,,19.67,"40,910",0.6,16.06,16.85,17.74,20.64,25.07,"33,410","35,050","36,900","42,930","52,150",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-9041,Residential Advisors,detailed,"9,130",6.2,0.509,0.87,,,22.94,"47,720",1.9,16.82,18.05,21.34,25.86,30.65,"34,980","37,550","44,390","53,780","63,750",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,39-9099,"Personal Care and Service Workers, All Other",detailed,"4,090",20.9,0.228,0.57,,,20.77,"43,210",4.8,16.22,17.33,18.58,24.43,27.61,"33,740","36,040","38,640","50,800","57,430",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,"1,437,100",1.1,80.080,0.91,,,28.68,"59,650",0.5,16.16,16.93,20.01,30.32,50.26,"33,610","35,210","41,620","63,060","104,530",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"103,330",1.4,5.758,0.80,,,26.37,"54,860",0.7,17.84,18.99,23.15,29.22,37.53,"37,110","39,510","48,140","60,770","78,050",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"19,150",3.1,1.067,0.71,,,46.92,"97,600",1.6,24.05,31.41,40.86,54.88,75.41,"50,020","65,320","84,980","114,150","156,850",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,"371,350",1.9,20.693,0.95,,,18.02,"37,490",0.6,15.57,16.32,16.92,18.12,21.81,"32,380","33,950","35,200","37,680","45,370",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-2012,Gambling Change Persons and Booth Cashiers,detailed,"3,100",1.0,0.173,1.27,,,20.14,"41,880",0.5,15.51,16.26,18.37,19.72,29.29,"32,260","33,820","38,220","41,020","60,920",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,"69,980",2.8,3.900,1.52,,,22.46,"46,720",1.3,16.50,17.34,19.65,23.21,30.52,"34,320","36,070","40,870","48,270","63,480",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-2022,Parts Salespersons,detailed,"26,010",2.9,1.449,0.84,,,21.92,"45,590",0.9,16.50,17.02,18.74,23.70,31.00,"34,320","35,410","38,970","49,290","64,480",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-2031,Retail Salespersons,detailed,"341,070",1.5,19.006,0.78,,,20.07,"41,750",0.8,15.97,16.59,17.43,20.26,25.13,"33,220","34,510","36,240","42,140","52,260",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-3011,Advertising Sales Agents,detailed,"8,590",8.3,0.478,0.67,,,39.82,"82,820",3.2,18.63,23.17,30.46,47.33,65.18,"38,750","48,200","63,350","98,450","135,580",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-3021,Insurance Sales Agents,detailed,"39,610",6.3,2.207,0.73,,,42.90,"89,230",3.1,18.66,22.42,30.48,46.32,77.52,"38,810","46,630","63,400","96,350","161,230",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"56,820",2.7,3.166,1.00,,,48.60,"101,090",1.9,22.69,27.92,36.65,56.83,82.99,"47,190","58,070","76,230","118,200","172,630",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-3041,Travel Agents,detailed,"5,680",11.3,0.316,0.83,,,27.27,"56,720",5.4,17.74,22.13,24.42,29.61,36.47,"36,910","46,030","50,790","61,590","75,850",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,"125,850",1.5,7.013,0.93,,,44.77,"93,120",1.0,18.82,24.92,36.65,53.47,80.09,"39,150","51,830","76,230","111,220","166,590",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"36,010",5.4,2.006,0.98,,,64.97,"135,140",2.5,28.37,40.69,59.58,80.91,103.78,"59,020","84,630","123,930","168,290","215,860",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"142,330",2.4,7.931,0.93,,,40.56,"84,360",0.8,19.36,25.04,34.90,47.93,67.71,"40,260","52,080","72,580","99,680","140,830",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-9011,Demonstrators and Product Promoters,detailed,"10,030",7.5,0.559,1.67,,,22.30,"46,370",1.7,15.55,17.43,20.19,23.63,30.81,"32,340","36,250","42,000","49,150","64,080",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-9012,Models,detailed,640,26.9,0.035,1.74,,,40.23,"83,680",12.5,15.50,18.39,23.12,32.09,67.24,"32,240","38,240","48,080","66,760","139,870",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-9021,Real Estate Brokers,detailed,**,**,**,**,,,47.73,"99,280",24.7,22.21,24.93,36.27,47.18,75.26,"46,200","51,850","75,430","98,140","156,530",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-9022,Real Estate Sales Agents,detailed,"20,400",10.0,1.137,0.87,,,35.03,"72,870",6.0,17.99,21.95,30.17,43.85,55.69,"37,410","45,660","62,760","91,200","115,820",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-9031,Sales Engineers,detailed,"8,910",6.5,0.496,1.27,,,70.48,"146,590",2.0,38.41,49.18,63.97,82.89,102.88,"79,900","102,290","133,060","172,400","213,990",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-9041,Telemarketers,detailed,"5,230",14.9,0.291,0.54,,,19.75,"41,070",2.6,15.65,16.76,17.80,20.40,26.64,"32,540","34,850","37,020","42,430","55,400",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"1,120",20.0,0.062,1.52,,,19.39,"40,330",3.2,15.50,15.50,16.57,21.22,24.94,"32,240","32,240","34,470","44,130","51,880",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,41-9099,"Sales and Related Workers, All Other",detailed,"35,410",7.2,1.973,2.62,,,31.50,"65,520",3.0,16.88,18.89,24.35,35.72,50.95,"35,100","39,300","50,640","74,290","105,980",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,"1,986,980",0.6,110.720,0.91,,,26.42,"54,960",0.2,17.33,19.45,23.77,30.32,37.76,"36,040","40,460","49,450","63,060","78,530",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"163,250",1.2,9.097,0.92,,,36.34,"75,600",0.3,22.50,28.22,34.28,41.28,51.51,"46,800","58,690","71,300","85,860","107,140",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-2011,"Switchboard Operators, Including Answering Service",detailed,"8,830",5.9,0.492,1.70,,,25.31,"52,640",1.0,16.83,18.36,22.66,33.45,36.49,"35,010","38,200","47,130","69,570","75,890",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-2021,Telephone Operators,detailed,440,15.6,0.024,0.81,,,27.25,"56,680",4.0,21.19,23.00,26.51,33.10,34.24,"44,070","47,840","55,140","68,860","71,220",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-2099,"Communications Equipment Operators, All Other",detailed,50,14.4,0.003,0.30,,,34.45,"71,660",3.8,25.43,26.28,36.50,39.51,45.99,"52,890","54,660","75,910","82,180","95,660",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-3011,Bill and Account Collectors,detailed,"23,220",21.1,1.294,1.03,,,25.85,"53,770",4.2,18.62,21.61,23.28,28.96,35.61,"38,720","44,950","48,420","60,250","74,060",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-3021,Billing and Posting Clerks,detailed,"49,350",2.8,2.750,0.97,,,25.64,"53,330",0.6,18.17,21.03,24.19,29.42,34.14,"37,790","43,750","50,320","61,200","71,020",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"165,360",2.2,9.215,0.93,,,27.23,"56,650",0.4,18.06,21.89,25.95,30.77,37.49,"37,560","45,540","53,980","64,000","77,980",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-3041,Gambling Cage Workers,detailed,"1,640",2.6,0.091,1.10,,,20.11,"41,830",1.1,16.18,17.71,18.74,22.34,26.19,"33,660","36,840","38,990","46,460","54,480",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-3051,Payroll and Timekeeping Clerks,detailed,"23,660",2.6,1.318,1.27,,,29.67,"61,710",0.7,19.38,23.51,28.93,34.63,39.29,"40,300","48,900","60,170","72,020","81,730",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-3061,Procurement Clerks,detailed,"6,760",4.3,0.376,0.93,,,25.66,"53,370",0.7,18.77,21.31,24.37,29.17,32.99,"39,040","44,320","50,680","60,670","68,620",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-3071,Tellers,detailed,"25,190",4.0,1.404,0.63,,,21.37,"44,440",0.6,18.09,19.02,21.26,22.53,24.08,"37,630","39,560","44,210","46,870","50,090",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-3099,"Financial Clerks, All Other",detailed,"5,140",21.4,0.286,0.98,,,27.40,"56,990",4.0,19.70,23.38,25.29,30.05,37.28,"40,970","48,630","52,600","62,510","77,550",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-4011,Brokerage Clerks,detailed,"6,380",23.6,0.356,1.12,,,32.19,"66,960",7.0,23.59,27.71,30.94,38.46,38.46,"49,070","57,630","64,350","80,000","80,000",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-4021,Correspondence Clerks,detailed,330,22.3,0.018,0.60,,,25.44,"52,900",7.5,18.72,19.29,22.36,29.75,36.15,"38,930","40,110","46,520","61,880","75,190",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-4031,"Court, Municipal, and License Clerks",detailed,"13,380",2.4,0.746,0.72,,,29.81,"62,000",0.5,20.95,24.28,28.51,32.25,38.97,"43,580","50,510","59,310","67,080","81,050",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"1,180",14.1,0.066,0.70,,,22.49,"46,770",8.2,15.50,17.07,21.29,25.43,31.76,"32,240","35,510","44,280","52,900","66,070",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-4051,Customer Service Representatives,detailed,"196,960",1.6,10.975,0.58,,,24.02,"49,950",0.6,17.09,18.39,22.15,27.64,33.63,"35,560","38,260","46,070","57,490","69,950",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-4061,"Eligibility Interviewers, Government Programs",detailed,"29,040",1.3,1.618,1.64,,,29.46,"61,270",0.3,22.47,25.37,29.35,31.42,36.85,"46,740","52,770","61,050","65,350","76,650",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-4071,File Clerks,detailed,"10,960",6.6,0.610,1.13,,,22.44,"46,680",2.0,15.67,17.12,20.72,26.23,32.07,"32,590","35,610","43,090","54,560","66,700",,
06,California,2,CA,000000,Cross-industry,cross-industry,1235,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"27,120",2.1,1.511,0.87,,,18.92,"39,360",0.7,16.32,16.93,17.96,20.60,22.20,"33,950","35,220","37,360","42,840","46,180",,
