AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,"1,600,160",0.6,89.166,1.02
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-1011,Chefs and Head Cooks,detailed,"27,460",10.2,1.53,1.35
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"123,170",2.4,6.863,0.89
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-2011,"Cooks, Fast Food",detailed,"164,680",4.2,9.177,2.07
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,"24,260",4.3,1.352,0.47
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-2013,"Cooks, Private Household",detailed,70,37.7,0.004,0.8
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,"145,810",2.9,8.125,0.87
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-2015,"Cooks, Short Order",detailed,"25,320",13,1.411,1.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-2019,"Cooks, All Other",detailed,"3,310",16.5,0.184,1.5
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,"107,870",4.8,6.011,1.04
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,"77,230",4.7,4.304,0.92
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,"427,270",1.8,23.809,0.98
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,"225,040",2.9,12.54,0.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,"30,520",3.3,1.701,0.96
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"72,850",3.9,4.059,1.28
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,"69,130",3,3.852,1.26
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"45,930",4.6,2.559,0.91
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"30,240",8,1.685,2.96
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"510,000",0.6,28.419,0.97
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"17,240",3.4,0.961,0.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"15,310",6.2,0.853,1.03
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"245,790",0.9,13.696,0.96
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,"99,760",1.9,5.559,1.01
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-2019,"Building Cleaning Workers, All Other",detailed,"1,790",13.6,0.1,1.1
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,"11,700",3.2,0.652,1.06
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,"105,790",2,5.895,0.96
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"2,320",19.1,0.129,0.84
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-3013,Tree Trimmers and Pruners,detailed,"7,460",11.3,0.416,1.26
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-3019,"Grounds Maintenance Workers, All Other",detailed,"2,830",15.1,0.158,2
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,"378,650",1.1,21.1,1.05
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,"3,430",2.3,0.191,1.16
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,"14,180",3.1,0.79,1.36
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-1022,First-Line Supervisors of Personal Service Workers,detailed,"8,630",6.1,0.481,0.69
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-2011,Animal Trainers,detailed,"2,500",14.2,0.139,1.1
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,"24,930",4.5,1.389,0.78
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-3011,Gambling Dealers,detailed,"15,910",2.1,0.886,1.67
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-3012,Gambling and Sports Book Writers and Runners,detailed,"1,060",9.5,0.059,1.04
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-3019,"Gambling Service Workers, All Other",detailed,"2,230",11.7,0.124,1.42
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-3021,Motion Picture Projectionists,detailed,290,11.1,0.016,0.95
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"15,440",4.9,0.86,1.11
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,"57,220",4.1,3.189,1.34
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-3092,Costume Attendants,detailed,"2,070",11.7,0.115,2.78
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"2,630",7.6,0.147,1.51
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,"1,340",12.9,0.074,1.54
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-4011,Embalmers,detailed,420,11.5,0.023,1.05
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-4012,Crematory Operators,detailed,320,20.9,0.018,0.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-4021,Funeral Attendants,detailed,"1,860",6.3,0.104,0.48
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,"2,590",5.6,0.144,0.91
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-5011,Barbers,detailed,"1,500",33.9,0.084,0.8
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"20,450",6.4,1.14,0.59
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-5091,"Makeup Artists, Theatrical and Performance",detailed,**,**,**,**
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-5092,Manicurists and Pedicurists,detailed,"38,450",2.2,2.142,2.25
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-5093,Shampooers,detailed,**,**,**,**
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,"9,690",13,0.54,1.26
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-6011,Baggage Porters and Bellhops,detailed,"4,260",10.5,0.238,1.25
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-6012,Concierges,detailed,"4,300",15.1,0.24,0.89
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,"6,390",9.8,0.356,1.16
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,"37,490",5.7,2.089,0.64
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,"39,470",4.1,2.199,1.2
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,"44,480",2.8,2.479,1.34
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-9041,Residential Advisors,detailed,"9,130",6.2,0.509,0.87
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-9099,"Personal Care and Service Workers, All Other",detailed,"4,090",20.9,0.228,0.57
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,"1,437,100",1.1,80.08,0.91
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"103,330",1.4,5.758,0.8
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"19,150",3.1,1.067,0.71
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,"371,350",1.9,20.693,0.95
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-2012,Gambling Change Persons and Booth Cashiers,detailed,"3,100",1,0.173,1.27
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,"69,980",2.8,3.9,1.52
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-2022,Parts Salespersons,detailed,"26,010",2.9,1.449,0.84
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-2031,Retail Salespersons,detailed,"341,070",1.5,19.006,0.78
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-3011,Advertising Sales Agents,detailed,"8,590",8.3,0.478,0.67
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-3021,Insurance Sales Agents,detailed,"39,610",6.3,2.207,0.73
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"56,820",2.7,3.166,1
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-3041,Travel Agents,detailed,"5,680",11.3,0.316,0.83
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,"125,850",1.5,7.013,0.93
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"36,010",5.4,2.006,0.98
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"142,330",2.4,7.931,0.93
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-9011,Demonstrators and Product Promoters,detailed,"10,030",7.5,0.559,1.67
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-9012,Models,detailed,640,26.9,0.035,1.74
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-9021,Real Estate Brokers,detailed,**,**,**,**
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-9022,Real Estate Sales Agents,detailed,"20,400",10,1.137,0.87
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-9031,Sales Engineers,detailed,"8,910",6.5,0.496,1.27
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-9041,Telemarketers,detailed,"5,230",14.9,0.291,0.54
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"1,120",20,0.062,1.52
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-9099,"Sales and Related Workers, All Other",detailed,"35,410",7.2,1.973,2.62
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,"1,986,980",0.6,110.72,0.91
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"163,250",1.2,9.097,0.92
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-2011,"Switchboard Operators, Including Answering Service",detailed,"8,830",5.9,0.492,1.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-2021,Telephone Operators,detailed,440,15.6,0.024,0.81
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-2099,"Communications Equipment Operators, All Other",detailed,50,14.4,0.003,0.3
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-3011,Bill and Account Collectors,detailed,"23,220",21.1,1.294,1.03
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-3021,Billing and Posting Clerks,detailed,"49,350",2.8,2.75,0.97
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"165,360",2.2,9.215,0.93
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-3041,Gambling Cage Workers,detailed,"1,640",2.6,0.091,1.1
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-3051,Payroll and Timekeeping Clerks,detailed,"23,660",2.6,1.318,1.27
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-3061,Procurement Clerks,detailed,"6,760",4.3,0.376,0.93
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-3071,Tellers,detailed,"25,190",4,1.404,0.63
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-3099,"Financial Clerks, All Other",detailed,"5,140",21.4,0.286,0.98
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4011,Brokerage Clerks,detailed,"6,380",23.6,0.356,1.12
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4021,Correspondence Clerks,detailed,330,22.3,0.018,0.6
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4031,"Court, Municipal, and License Clerks",detailed,"13,380",2.4,0.746,0.72
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"1,180",14.1,0.066,0.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4051,Customer Service Representatives,detailed,"196,960",1.6,10.975,0.58
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4061,"Eligibility Interviewers, Government Programs",detailed,"29,040",1.3,1.618,1.64
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4071,File Clerks,detailed,"10,960",6.6,0.61,1.13
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"27,120",2.1,1.511,0.87
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"20,680",3.8,1.153,1.09
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4121,"Library Assistants, Clerical",detailed,"9,280",3.8,0.517,0.94
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4131,Loan Interviewers and Clerks,detailed,"16,840",5.4,0.938,0.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4141,New Accounts Clerks,detailed,"1,560",16.4,0.087,0.32
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4151,Order Clerks,detailed,"16,080",5.1,0.896,1.48
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"14,120",3.3,0.787,1.18
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4171,Receptionists and Information Clerks,detailed,"75,510",5.3,4.207,0.64
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"15,220",2.8,0.848,1.08
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-4199,"Information and Record Clerks, All Other",detailed,"22,870",2,1.274,1.28
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5011,Cargo and Freight Agents,detailed,"15,480",7.4,0.862,1.24
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5021,Couriers and Messengers,detailed,"8,440",8.8,0.471,0.99
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5031,Public Safety Telecommunicators,detailed,"8,190",2.7,0.456,0.71
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"24,390",3.8,1.359,1
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5041,"Meter Readers, Utilities",detailed,"1,030",9.2,0.058,0.44
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5051,Postal Service Clerks,detailed,"6,770",0,0.377,0.73
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5052,Postal Service Mail Carriers,detailed,"32,800",0,1.828,0.84
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"12,340",0,0.687,0.9
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5061,"Production, Planning, and Expediting Clerks",detailed,"58,030",1.7,3.233,1.25
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,"101,540",1.8,5.658,1.02
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"10,740",5.3,0.598,1.77
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"60,490",2.5,3.371,1.06
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-6012,Legal Secretaries and Administrative Assistants,detailed,"21,910",6.9,1.221,1.21
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-6013,Medical Secretaries and Administrative Assistants,detailed,"112,740",2.1,6.282,1.27
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"175,090",1.3,9.757,0.83
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-9021,Data Entry Keyers,detailed,"16,520",5.7,0.921,0.91
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-9022,Word Processors and Typists,detailed,"9,280",2.8,0.517,2.11
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-9031,Desktop Publishers,detailed,540,20.6,0.03,0.88
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"24,390",5.2,1.359,0.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"5,470",5.8,0.305,0.7
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-9061,"Office Clerks, General",detailed,"295,790",1.1,16.482,1
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-9071,"Office Machine Operators, Except Computer",detailed,"2,360",12.8,0.132,0.71
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-9081,Proofreaders and Copy Markers,detailed,440,11.9,0.024,0.68
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-9111,Statistical Assistants,detailed,290,9.8,0.016,0.34
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-9199,"Office and Administrative Support Workers, All Other",detailed,"31,530",3.6,1.757,1.55
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,"204,930",1.1,11.42,4.01
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,"9,400",3.5,0.524,2.93
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-2011,Agricultural Inspectors,detailed,"2,220",8.9,0.124,1.49
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-2021,Animal Breeders,detailed,90,16.6,0.005,0.58
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-2041,"Graders and Sorters, Agricultural Products",detailed,"5,260",7.1,0.293,1.9
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-2091,Agricultural Equipment Operators,detailed,"7,700",6.5,0.429,2.26
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"171,620",1,9.563,5.61
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,"2,280",27.9,0.127,0.59
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-2099,"Agricultural Workers, All Other",detailed,"2,030",11.9,0.113,2.85
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-4011,Forest and Conservation Workers,detailed,"2,170",7.9,0.121,3.19
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-4021,Fallers,detailed,440,19.3,0.024,0.77
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-4022,Logging Equipment Operators,detailed,"1,000",10.1,0.056,0.36
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-4023,Log Graders and Scalers,detailed,350,19,0.019,0.81
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-4029,"Logging Workers, All Other",detailed,310,28.8,0.017,1.02
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,"668,430",1,37.247,0.91
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"72,120",1.7,4.019,0.78
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2011,Boilermakers,detailed,280,27.5,0.016,0.21
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2021,Brickmasons and Blockmasons,detailed,"3,140",9.7,0.175,0.47
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2022,Stonemasons,detailed,"1,510",19.5,0.084,1.3
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2031,Carpenters,detailed,"102,870",3.5,5.732,1.24
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2041,Carpet Installers,detailed,"2,290",17.6,0.128,1.24
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,"6,240",10.5,0.348,2.1
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2043,Floor Sanders and Finishers,detailed,**,**,**,**
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2044,Tile and Stone Setters,detailed,"7,230",6.5,0.403,1.44
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2051,Cement Masons and Concrete Finishers,detailed,"28,890",3.8,1.61,1.2
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2053,Terrazzo Workers and Finishers,detailed,**,**,**,**
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2061,Construction Laborers,detailed,"89,950",2.3,5.012,0.75
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"1,760",14.8,0.098,0.35
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2072,Pile Driver Operators,detailed,590,29.2,0.033,1.65
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"32,690",2.6,1.822,0.61
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2081,Drywall and Ceiling Tile Installers,detailed,"30,920",3.2,1.723,2.88
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2082,Tapers,detailed,"3,980",7.6,0.222,2.16
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2111,Electricians,detailed,"72,880",2.7,4.061,0.87
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2121,Glaziers,detailed,"7,360",6.7,0.41,1.17
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,"1,310",14.7,0.073,0.29
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2132,"Insulation Workers, Mechanical",detailed,500,37,0.028,0.18
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2141,"Painters, Construction and Maintenance",detailed,"34,080",3,1.899,1.34
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2142,Paperhangers,detailed,**,**,**,**
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2151,Pipelayers,detailed,"1,750",30.6,0.098,0.43
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"42,480",3.7,2.367,0.82
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2161,Plasterers and Stucco Masons,detailed,"7,490",6.6,0.417,2.84
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2171,Reinforcing Iron and Rebar Workers,detailed,"2,400",13.9,0.134,1.17
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2181,Roofers,detailed,"18,920",3.3,1.054,1.18
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2211,Sheet Metal Workers,detailed,"10,280",6.5,0.573,0.75
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2221,Structural Iron and Steel Workers,detailed,"7,730",8.6,0.431,1.03
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-2231,Solar Photovoltaic Installers,detailed,"7,610",11.7,0.424,2.63
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,"4,660",6.9,0.259,2.39
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-3012,Helpers--Carpenters,detailed,"2,120",17,0.118,0.82
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-3013,Helpers--Electricians,detailed,"3,770",14.5,0.21,0.46
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,"2,100",12.5,0.117,2.31
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"2,570",14.3,0.143,0.48
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-3016,Helpers--Roofers,detailed,820,19.8,0.046,1.54
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-3019,"Helpers, Construction Trades, All Other",detailed,"4,900",9.5,0.273,1.52
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-4011,Construction and Building Inspectors,detailed,"12,850",5.3,0.716,0.81
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-4021,Elevator and Escalator Installers and Repairers,detailed,"2,080",14.9,0.116,0.73
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-4031,Fence Erectors,detailed,"3,090",15.8,0.172,1.22
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-4041,Hazardous Materials Removal Workers,detailed,"7,240",9.6,0.403,1.23
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-4051,Highway Maintenance Workers,detailed,"7,320",2,0.408,0.41
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,840,18.2,0.047,0.38
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,"2,610",6.8,0.146,0.79
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-4090,Miscellaneous Construction and Related Workers,detailed,"2,360",19.3,0.131,0.69
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-5011,"Derrick Operators, Oil and Gas",detailed,490,37.1,0.027,0.36
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,370,16.3,0.021,0.26
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-5013,"Service Unit Operators, Oil and Gas",detailed,"3,870",10.9,0.215,0.71
